Price,Close,High,Low,Open,Volume
Ticker,EC,EC,EC,EC,EC
Date,,,,,
2022-01-03,8.17564582824707,8.187857094713296,7.913096902853768,7.913096902853768,454200
2022-01-04,8.163434028625488,8.297761454320494,8.132904988836668,8.242809299159218,410500
2022-01-05,7.986367225646973,8.328291462930009,7.980261300520313,8.224493064949073,618400
2022-01-06,7.931414604187012,8.132905463338698,7.894780220137452,8.102377004061744,496000
2022-01-07,8.157327651977539,8.163433576055398,7.87035620783376,7.98025992977039,615500
2022-01-10,7.949732780456543,8.16343491766554,7.882568769148033,8.114588681601022,385900
2022-01-11,8.407666206359863,8.438194665459566,7.9619435995291985,7.968049524266352,536700
2022-01-12,8.511463165283203,8.658002432873074,8.438193822634755,8.456511595016599,668200
2022-01-13,8.584733009338379,8.60915612332441,8.450405591268717,8.541992123143096,840000
2022-01-14,8.63357925415039,8.67631955813607,8.505357759900381,8.5969442919534,796500
2022-01-18,9.054879188537598,9.15867758103949,8.84117647872946,8.84117647872946,1941700
2022-01-19,9.115937232971191,9.37848559321113,9.054879149775093,9.054879149775093,1304200
2022-01-20,8.883916854858398,9.12204208548819,8.877810930408147,9.030455547906426,975800
2022-01-21,8.786224365234375,8.9632920976846,8.71906036107853,8.798435631803526,1740400
2022-01-24,8.63357925415039,8.71905986212175,8.52367494985239,8.5969442919534,1438100
2022-01-25,8.957185745239258,8.97550293536421,8.541992220453839,8.596944373121671,1384500
2022-01-26,8.987715721130371,9.158677538812826,8.938869487506812,9.073196338825081,1027700
2022-01-27,8.920552253723145,9.134254975495406,8.859494749140406,9.073196888619597,644200
2022-01-28,8.944974899291992,9.018244832588033,8.792330272462484,8.896128665289993,929200
2022-01-31,8.999927520751953,9.054879682402238,8.841176960938483,8.914446898000907,807300
2022-02-01,8.987715721130371,9.085408188377489,8.9205517131782,8.981609796354167,1072200
2022-02-02,8.975503921508789,9.042667929834593,8.902234570665852,8.93886953723384,446900
2022-02-03,8.792330741882324,8.981610345465432,8.68853234351305,8.981610345465432,1171400
2022-02-04,8.99382209777832,9.08540923307352,8.792331215339225,8.908341470254523,987300
2022-02-07,9.054879188537598,9.085408230266337,8.896128637382585,8.987715762568802,781500
2022-02-08,8.963292121887207,9.067090508323787,8.914445890892699,8.99382057953902,893500
2022-02-09,8.969398498535156,9.073196896943413,8.94497538022104,9.036562510618777,516700
2022-02-10,8.902234077453613,9.18920612240906,8.88391688633097,8.908340001925497,1501900
2022-02-11,9.231945991516113,9.256369105952942,8.92665676990926,8.944973960163635,1760100
2022-02-14,9.097618103027344,9.225839592798817,9.006031574173269,9.219734251223374,911500
2022-02-15,9.030455589294434,9.042667438250907,8.883916895574798,8.951080317956379,1801400
2022-02-16,9.3540620803833,9.433437352260631,9.048772841913424,9.091513731258454,2851100
2022-02-17,9.36016845703125,9.40901469096243,9.2380528722033,9.378485649182181,769300
2022-02-18,9.256369590759277,9.384591093841532,9.256369590759277,9.323533595698036,737500
2022-02-22,9.409015655517578,9.573872148655179,9.323535028521578,9.476179670777977,2027400
2022-02-23,9.5250244140625,9.610505027636023,9.378485137963732,9.470072258312088,985400
2022-02-24,9.506706237792969,9.708197078811445,9.366273474419538,9.586081505814336,1441200
2022-02-25,9.543341636657715,9.628822832805882,9.415120133581967,9.50670667193907,991000
2022-02-28,9.873055458068848,9.885267308888626,9.45175592147606,9.45175592147606,1560700
2022-03-01,10.117284774780273,10.465314306481218,9.982957934438884,10.044016012625326,1554000
2022-03-02,10.160025596618652,10.508055146011637,9.995170291096633,10.17834337038156,1526900
2022-03-03,10.446998596191406,10.477527055615665,10.04401687594358,10.105073794792098,1012900
2022-03-04,10.697336196899414,10.709548047082047,10.404258780032997,10.471421626865217,1708500
2022-03-07,10.923249244689941,10.929355169581333,10.679018071964734,10.727864306509776,2392200
2022-03-08,11.002623558044434,11.23464284839281,10.64238219216164,11.136950393026554,2456000
2022-03-09,10.721756935119629,10.898825239322989,10.55079571956983,10.691228479367432,1428400
2022-03-10,10.782814979553223,10.935459587037935,10.703440296078982,10.764497207404121,2253000
2022-03-11,10.880509376525879,10.984307774719097,10.642384119029849,10.672912580139442,1687500
2022-03-14,10.31266975402832,10.819449826163504,10.251612840068358,10.78281544487033,2205000
2022-03-15,10.178342819213867,10.208871275912863,9.738726171691091,9.976851977076967,1600600
2022-03-16,10.17223834991455,10.373729220871134,10.001275940023516,10.22719051150145,1219000
2022-03-17,10.691230773925781,10.697336699303865,10.349307104856386,10.373729641782536,1484500
2022-03-18,10.483633041381836,10.654595443075666,10.404258347665538,10.64848951823809,1319100
2022-03-21,10.97819995880127,11.045363959178069,10.64848821017667,10.64848821017667,1204100
2022-03-22,10.898826599121094,11.02094160195156,10.776710431704544,11.02094160195156,791900
2022-03-23,11.393394470214844,11.680365939752154,11.063682692936448,11.118633685327811,2529800
2022-03-24,11.448347091674805,11.454453016540697,11.198009995103737,11.39339493246788,1136900
2022-03-25,11.607096672058105,11.662048826661477,11.375076204935876,11.405605826707744,1047500
2022-03-28,11.314020156860352,11.491087318350965,11.204115839238414,11.405606700016605,1160800
2022-03-29,11.362866401672363,11.381183011569412,11.069787832872684,11.106423381838946,1419000
2022-03-30,11.491087913513184,11.582674461413013,11.37507766506079,11.405607290751494,827900
2022-03-31,11.35676097869873,11.44834752598942,11.246856656115451,11.31402066760215,1278100
2022-04-01,11.558252334594727,11.649838885736608,11.368973306956676,11.472771708807125,1456900
2022-04-04,11.607096672058105,11.814693441762842,11.515510135914486,11.576567050286238,737600
2022-04-05,11.790270805358887,11.900175124455984,11.674261725944037,11.674261725944037,1144500
2022-04-06,11.570463180541992,11.961233052592801,11.558251330893883,11.887963119290234,1044500
2022-04-07,11.710897445678711,11.72310929687841,11.436136616616627,11.55825279944116,778800
2022-04-08,11.680365562438965,11.814693570527197,11.625414571822693,11.765847339745841,1027900
2022-04-11,11.491087913513184,11.686472859589125,11.46666537754676,11.680366934450985,886400
2022-04-12,11.655942916870117,11.918491841506254,11.60709668656009,11.717000995904149,840300
2022-04-13,11.771954536437988,11.88185769413448,11.570463667115224,11.759742686276335,1185100
2022-04-14,11.997867584228516,12.010079434026528,11.649838017087834,11.790270796006688,1006900
2022-04-18,11.808588027954102,12.095559497500954,11.692577789377271,12.052819189758448,1318700
2022-04-19,11.815865516662598,11.895254721188813,11.624005958965041,11.842328164215118,1225600
2022-04-20,11.934950828552246,11.948181521663818,11.723243334474258,11.855560360539416,860400
2022-04-21,11.55784797668457,12.047418966583074,11.504921417286589,11.954797803103784,1164900
2022-04-22,11.445378303527832,11.577695326290034,11.399067724121656,11.478458190152706,1002900
2022-04-25,11.035198211669922,11.141051329039573,10.730869552830658,11.141051329039573,1593700
2022-04-26,10.902881622314453,11.147667754739997,10.889649666644155,11.134435799069697,955500
2022-04-27,11.061660766601562,11.08812467665469,10.717638768991701,10.935960979455263,1280800
2022-04-28,11.035198211669922,11.088124770354748,10.750717485538228,11.088124770354748,803300
2022-04-29,10.737486839294434,11.16090062225567,10.671328317406536,11.088126121992097,945300
2022-05-02,10.691174507141113,10.744101063637114,10.505931559405115,10.618400018758372,1208400
2022-05-03,10.902881622314453,10.949192205291753,10.63163284041706,10.724254006371659,1545600
2022-05-04,11.279982566833496,11.313062453196851,10.82349149183693,11.147666806985988,2511700
2022-05-05,10.810259819030762,11.379221260622488,10.724253374113157,11.379221260622488,1145200
2022-05-06,10.750717163085938,10.869802232022183,10.61178542390609,10.869802232022183,771800
2022-05-09,9.989898681640625,10.61178675175269,9.976666725243412,10.585322838958264,1378700
2022-05-10,10.02959156036377,10.287608987230472,9.798038041730441,10.135444669560068,1015800
2022-05-11,10.003129005432129,10.314073009351537,9.930355145337947,10.314073009351537,1025700
2022-05-12,9.87081241607666,10.042824043040879,9.725264067804295,9.976665530844077,959200
2022-05-13,10.022976875305176,10.095751370459263,9.917123752464008,9.970050313884592,994400
2022-05-16,10.155293464660645,10.267762560483195,9.989897809737405,9.989897809737405,1311700
2022-05-17,10.181757926940918,10.307458361673037,10.14206268753716,10.307458361673037,1313800
2022-05-18,9.374624252319336,10.221449691632415,9.328313678344681,10.188370439821556,2084200
2022-05-19,9.189383506774902,9.586332729926509,9.189383506774902,9.262157373285763,2048400
2022-05-20,9.381241798400879,9.50694221919141,9.136456303541374,9.334930585743859,1341600
2022-05-23,9.678953170776367,9.725263749236547,9.368009183131834,9.48047827162168,1157400
2022-05-24,9.65248966217041,9.678952939362706,9.447398790729403,9.606179084817468,1075600
2022-05-25,9.877429008483887,9.884044355367994,9.659106787949057,9.659106787949057,1383200
2022-05-26,9.983282089233398,10.108982512601331,9.890660292954564,9.890660292954564,1464300
2022-05-27,10.128829956054688,10.135445302591908,9.857580558129813,9.970049651408964,1409500
2022-05-31,11.180746078491211,11.617390508806263,10.962423863333687,11.101356870362318,3414500
2022-06-01,11.458610534667969,11.51153709267621,11.260136257604234,11.332909486197641,1483900
2022-06-02,11.392452239990234,11.451994776624032,11.260136473368563,11.451994776624032,900900
2022-06-03,11.55784797668457,11.610774536082552,11.313063112669676,11.346141739092646,1096000
2022-06-06,11.385836601257324,11.610774799264608,11.372605907509463,11.590928127708445,1142900
2022-06-07,11.53138542175293,11.538001399465102,11.332909875993934,11.34614183141828,862500
2022-06-08,11.29983139038086,11.643854664496624,11.279983456996542,11.624006731112305,1577600
2022-06-09,10.8896484375,11.233671674884455,10.869801768103445,11.207209028399514,980000
2022-06-10,10.53901195526123,10.730870270117403,10.439774177893044,10.697791641929063,1086500
2022-06-13,9.983282089233398,10.539011605037668,9.817886430050432,10.4000792260866,1367000
2022-06-14,9.87081241607666,10.247914295169167,9.738496022617388,10.108981924303349,1366000
2022-06-15,9.824501991271973,9.96343436433215,9.652490361590926,9.897275851090411,1075700
2022-06-16,9.513557434082031,9.645873821919785,9.368009091993347,9.579715312533756,1454100
2022-06-17,9.05044937133789,9.513557024288993,8.990906841642099,9.341545412042096,5979500
2022-06-21,8.058075904846191,8.435177767863463,7.773595197834956,8.236702870668049,4664500
2022-06-22,7.6346635818481445,7.780211938194239,7.575121043754997,7.773595960420697,3120900
2022-06-23,7.158324241638184,7.740517063220248,7.145092916408844,7.628047959566077,3305900
2022-06-24,7.297255516052246,7.436187879954161,7.131859874784933,7.231097638105902,1875400
2022-06-27,7.78682804107666,7.919144444001563,7.4494207404173745,7.475884021002355,2901300
2022-06-28,8.194406509399414,8.237234719214655,7.858921702227108,7.916025528159897,3058800
2022-06-29,7.901747703552246,8.344302609331486,7.88747209019481,8.272923181081964,2567000
2022-06-30,7.75184965133667,7.951713674703601,7.616228267588022,7.851781663020136,1655500
2022-07-01,7.908886909484863,7.908886909484863,7.523435766991242,7.730437293872423,1286800
2022-07-05,7.2736053466796875,7.844644198916322,7.088018281306018,7.751850325863889,1721100
2022-07-06,7.05946683883667,7.223640153801336,6.84532717001782,7.2165020060034175,1346600
2022-07-07,7.352124214172363,7.437779946985888,7.2307784225037235,7.2307784225037235,1094800
2022-07-08,7.4092278480529785,7.494883578693152,7.230778239036475,7.402089700316822,1009100
2022-07-11,7.180812835693359,7.266468569546422,7.073742657828585,7.24505412553471,1275000
2022-07-12,7.109432697296143,7.223640342115155,6.959534993288373,7.0237769636818825,1666800
2022-07-13,7.1736741065979,7.252191686086874,6.995224505342884,7.002362652768575,891600
2022-07-14,6.795361518859863,6.959534834355194,6.666877581007,6.945258538713212,1891600
2022-07-15,6.838189601898193,6.988087314705202,6.773947627733576,6.902431576062812,1886000
2022-07-18,6.995225429534912,7.130846844884963,6.930983455678621,6.995225429534912,1882500
2022-07-19,7.280744552612305,7.302158316974478,7.030915486436817,7.030915486436817,1836500
2022-07-20,7.266467571258545,7.3164332389589255,7.095155446356503,7.252191277212055,1032800
2022-07-21,6.923844337463379,7.109432084667579,6.8024985551168795,7.088018323292078,1376900
2022-07-22,6.659739017486572,6.938120638547508,6.645463403466914,6.888154287650703,1314800
2022-07-25,6.952396869659424,6.973811313686451,6.681153371898441,6.723981579221233,2003300
2022-07-26,7.080881118774414,7.245054445732332,7.0095009970432285,7.116571179640006,1670900
2022-07-27,7.266467571258545,7.273605037550623,6.930982149208872,7.1165698874262375,1977100
2022-07-28,7.416366100311279,7.444918010927065,7.152260756932448,7.380676041858735,1693500
2022-07-29,7.666195869445801,7.823231732976144,7.5519882162351175,7.5519882162351175,1695500
2022-08-01,7.509159564971924,7.651919110160682,7.41636569041643,7.587677144642939,1219000
2022-08-02,7.5662641525268555,7.687609948460814,7.5020221804757865,7.559126004358675,1892700
2022-08-03,7.551987648010254,7.594815855107444,7.373538033112599,7.56626394395307,1635900
2022-08-04,7.25219202041626,7.694746970242942,7.202226347595401,7.6447812974220835,1942100
2022-08-05,7.359262943267822,7.366400411017505,7.209365228823567,7.252192758246894,1185300
2022-08-08,7.637643337249756,7.7304372181469905,7.409228049337335,7.409228049337335,1535200
2022-08-09,7.694746971130371,7.851782818097059,7.666195060839267,7.74471332468823,1118900
2022-08-10,7.7090229988098145,7.794678726707219,7.637642885196369,7.787540579199632,1136800
2022-08-11,7.844645023345947,7.9517152023041096,7.801817496347698,7.8517831714227455,999600
2022-08-12,8.008819580078125,8.02309519648906,7.766127974510407,7.773266123081531,869500
2022-08-15,7.694746971130371,7.723298881421474,7.466331688801543,7.701885118885956,990900
2022-08-16,7.57340145111084,7.816093037567822,7.573401451110841,7.744713599671291,1501800
2022-08-17,7.45205545425415,7.609091302505518,7.40208978101877,7.530573718745456,1105100
2022-08-18,7.559125900268555,7.566264048338442,7.423503809865768,7.559125900268555,1365800
2022-08-19,7.423503398895264,7.5448491864404845,7.394951488927637,7.473469751887033,999000
2022-08-22,7.502021312713623,7.50915946005613,7.259329748917947,7.344985474834445,1003700
2022-08-23,7.944576263427734,7.951714410794004,7.516296951688354,7.566263302521042,1902900
2022-08-24,8.001681327819824,8.108750832074008,7.866059910382437,7.958853117679366,883000
2022-08-25,7.994542598724365,8.023094509833939,7.780402925036936,7.987404450764157,892200
2022-08-26,7.830368518829346,8.05164563823516,7.758988407628714,7.937438004899102,836900
2022-08-29,8.073060035705566,8.115887557605829,7.794678420429102,7.823230328606341,1056000
2022-08-30,7.659056663513184,7.9588520521665505,7.587677230476944,7.923162676014039,1217000
2022-08-31,7.359262943267822,7.623368310482688,7.330711030075169,7.509160657712076,1631800
2022-09-01,7.038052558898926,7.316434202901858,6.98094873665185,7.316434202901858,1385100
2022-09-02,7.387813568115234,7.387813568115234,7.130845713462135,7.202225824361593,1125400
2022-09-06,7.416366100311279,7.573401268332479,7.394951656801006,7.530573742774423,1286000
2022-09-07,7.4092278480529785,7.430641610530213,7.166536270873536,7.316433969676648,1031200
2022-09-08,7.309295177459717,7.502021064955359,7.230777601478812,7.3806752870650305,932100
2022-09-09,7.687609672546387,7.730437198555801,7.359262356638782,7.452055556569598,1031100
2022-09-12,7.873196125030518,8.037370110252455,7.808954160410246,7.823230455095283,906800
2022-09-13,7.716162204742432,7.830369857604822,7.65905769757993,7.687610291526834,1258100
2022-09-14,7.866058826446533,7.987403930205418,7.751850508720219,7.77326495120521,944300
2022-09-15,7.437780380249023,7.730437654592489,7.402090319314903,7.7090238903245325,1267200
2022-09-16,7.316434383392334,7.373538207048113,7.130846616145412,7.352124443360014,1774900
2022-09-19,7.423503398895264,7.423503398895264,7.080880479283742,7.130846151544281,998900
2022-09-20,7.1736741065979,7.366399321973091,7.159397811746521,7.352123707852917,949700
2022-09-21,7.045190334320068,7.287881906402481,7.016638424706327,7.1665361203612745,1026200
2022-09-22,7.187950134277344,7.330710368080043,7.116570698107239,7.166536371499437,1074400
2022-09-23,6.559807300567627,6.988086632713616,6.50984162808538,6.988086632713616,2243700
2022-09-26,6.167219161987305,6.609774141467711,6.131529101553293,6.495566492663901,1711800
2022-09-27,6.317116737365723,6.566945793647371,6.245736618010241,6.288564825769784,1421400
2022-09-28,6.538393497467041,6.552669792790922,6.302840070472839,6.359943890305904,1415000
2022-09-29,6.552669048309326,6.566944661280055,6.252873687881373,6.459875181440565,939000
2022-09-30,6.374220371246338,6.552669983603906,6.359944075506733,6.531255539994499,1239300
2022-10-03,6.873879432678223,6.881017580841881,6.6668779010510635,6.695429812974421,1696100
2022-10-04,7.309295177459717,7.32357147167325,6.9880860456981555,7.023776100500812,1641100
2022-10-05,7.2736053466796875,7.323571697234811,7.059466372730746,7.2807434940063045,1566000
2022-10-06,7.337847709655762,7.359262152798574,7.1451224864890825,7.216501921438091,1082500
2022-10-07,7.280744552612305,7.459194177336779,7.223640727158976,7.352124674794612,1062700
2022-10-10,6.973811149597168,7.323572225033811,6.930982943282097,7.295020314400845,1166400
2022-10-11,6.781085014343262,6.97381091518611,6.702567432924633,6.859602595761891,1368500
2022-10-12,6.681153297424316,6.788223474172164,6.624049475451299,6.723981504269706,1380300
2022-10-13,6.930983066558838,7.009500652013222,6.566945688965201,6.60977389604203,1640000
2022-10-14,6.538393497467041,6.923844621705847,6.5312553498051,6.923844621705847,999800
2022-10-17,6.709704875946045,6.831050661808857,6.531255270939701,6.631187294806493,861900
2022-10-18,6.709704875946045,6.78108499024107,6.566945328087214,6.766808695089577,1487200
2022-10-19,6.845326900482178,6.966672685343811,6.709704820586839,6.731119263137396,1808000
2022-10-20,6.7025675773620605,7.0166385905358934,6.695429429607119,6.938121007425245,1680400
2022-10-21,6.831050395965576,6.873878599022095,6.652600797903937,6.695429000960456,3345900
2022-10-24,6.6526007652282715,6.816774748618824,6.588358801324628,6.795360987561341,2261300
2022-10-25,6.581221580505371,6.7239811274372325,6.545531523589601,6.609773489891743,1611900
2022-10-26,6.688291549682617,6.852465550964388,6.566945755914301,6.588359519305397,1899000
2022-10-27,6.8667402267456055,6.98094785684622,6.816774558759379,6.83105017215637,1207300
2022-10-28,7.045190334320068,7.152260505920014,6.945258310306364,6.952396457892604,2547100
2022-10-31,7.038052558898926,7.187950262480311,6.88815485531754,6.923844914404776,1419600
2022-11-01,7.2736053466796875,7.409227422960626,7.22363967685576,7.2878816413329215,1788300
2022-11-02,7.088019371032715,7.3307109716000305,7.045191161219711,7.237917084281275,1376200
2022-11-03,6.938121318817139,7.066604580516403,6.859603051451251,7.059467113172359,1037000
2022-11-04,7.116570949554443,7.2379167441354575,6.980948858796243,7.116570949554443,1853900
2022-11-07,7.287881851196289,7.295019998728457,7.116570394811537,7.187949827939575,1093700
2022-11-08,7.287881851196289,7.337847522459037,7.116570394811537,7.230778032401371,1483600
2022-11-09,7.016639232635498,7.587678171393681,6.980949171325993,7.487746135873326,1472700
2022-11-10,7.38067626953125,7.409228181027779,6.966673212465934,7.1736747409985915,2224000
2022-11-11,7.102293491363525,7.173673599108348,6.731118700991458,6.94525766276361,5996200
2022-11-14,7.4092278480529785,7.587677457069482,7.137984360660145,7.137984360660145,2315600
2022-11-15,7.394951343536377,7.559125333170848,7.266468091573766,7.559125333170848,2617600
2022-11-16,7.088019371032715,7.359262884564933,7.0737430741846135,7.316434674751929,2147500
2022-11-17,7.1950883865356445,7.216502149624327,6.873879217280371,6.945258654486401,2082500
2022-11-18,7.05946683883667,7.137984422420044,7.002363017915809,7.137984422420044,1254500
2022-11-21,6.88815450668335,7.023776588204275,6.638325467179954,7.016638440601864,2906300
2022-11-22,7.316434383392334,7.316434383392334,6.9381213814899745,6.995225205145754,1632400
2022-11-23,7.316434383392334,7.387814503327696,7.173674824252885,7.209364884220565,1144300
2022-11-25,7.444918155670166,7.4948838300364065,7.302157919084466,7.352124274181964,1306200
2022-11-28,7.109432697296143,7.252192253319909,7.080880786091389,7.252192253319909,1886400
2022-11-29,7.394951343536377,7.4020894910707495,7.180812363354953,7.223639887098751,2273100
2022-11-30,7.045190334320068,7.487745273698669,6.895292638665122,7.394951397271205,11628800
2022-12-01,6.88815450668335,6.959534621245018,6.7097049010104,6.959534621245018,6779300
2022-12-02,6.895293235778809,7.030915328737001,6.83818941160629,6.916706999660684,2247900
2022-12-05,6.552669048309326,6.995223942100316,6.495565234964112,6.9880857952493765,3143200
2022-12-06,6.6169114112854,6.659738933535703,6.495565630357557,6.5169793914827086,3424500
2022-12-07,6.624048709869385,6.781084542511215,6.588358655078354,6.602634949287236,2219900
2022-12-08,6.624048709869385,6.873878412675426,6.595496802182795,6.781084542511215,2247100
2022-12-09,6.488428115844727,6.674015878978338,6.47415181988156,6.631187671820097,2085000
2022-12-12,6.516980171203613,6.552670231169779,6.409909991305114,6.488428259376935,1552000
2022-12-13,6.709704875946045,6.809636899812837,6.645463589957986,6.652601056802513,2617800
2022-12-14,6.545531272888184,6.75253277819379,6.531254978376188,6.6882908143521895,2577100
2022-12-15,6.45987606048584,6.6383256716554415,6.395634091547784,6.59549746545299,1617200
2022-12-16,6.381357192993164,6.438461689444953,6.288564002995558,6.424185395149211,2081800
2022-12-19,6.552669048309326,6.624048474625269,6.345667554750135,6.467013328291505,3106400
2022-12-20,6.7239813804626465,6.766808905788209,6.588359295225467,6.65973941174306,3317800
2022-12-21,6.873879432678223,6.966673316611954,6.773947400580834,6.845327520754866,4432100
2022-12-22,6.831050395965576,6.895292360184758,6.609773275578612,6.895292360184758,2088600
2022-12-23,7.159398555755615,7.173674852090597,6.923845112078632,6.9666733203523,4794000
2022-12-27,7.280744552612305,7.2950208493412845,7.130846840614494,7.230778875523466,2868900
2022-12-28,7.102293491363525,7.316433133866835,7.066603437491114,7.287881226915137,2259900
